value,source_id,notes_ids,iso3,Country__ESTANDAR,Sex,Years__ESTANDAR
69.2,6547,,CUB,Cuba,Women,1969
69.7,6547,,CUB,Cuba,Women,1970
70.1,6547,,CUB,Cuba,Women,1971
70.6,6547,,CUB,Cuba,Women,1972
71.1,6547,,CUB,Cuba,Women,1973
71.5,6547,,CUB,Cuba,Women,1974
72.0,6547,,CUB,Cuba,Women,1975
72.4,6547,,CUB,Cuba,Women,1976
72.9,6547,,CUB,Cuba,Women,1977
73.6,6547,,CUB,Cuba,Women,1978
74.2,6547,,CUB,Cuba,Women,1979
74.9,6547,,CUB,Cuba,Women,1980
75.1,6547,,CUB,Cuba,Women,1981
75.7,6547,,CUB,Cuba,Women,1982
75.7,6547,,CUB,Cuba,Women,1983
75.5,6547,,CUB,Cuba,Women,1984
75.3,6547,,CUB,Cuba,Women,1985
75.4,6547,,CUB,Cuba,Women,1986
75.7,6547,,CUB,Cuba,Women,1987
75.8,6547,,CUB,Cuba,Women,1988
75.8,6547,,CUB,Cuba,Women,1989
75.9,6547,,CUB,Cuba,Women,1990
75.8,6547,,CUB,Cuba,Women,1991
75.9,6547,,CUB,Cuba,Women,1992
76.0,6547,,CUB,Cuba,Women,1993
76.3,6547,,CUB,Cuba,Women,1994
76.5,6547,,CUB,Cuba,Women,1995
76.8,6547,,CUB,Cuba,Women,1996
77.2,6547,,CUB,Cuba,Women,1997
77.7,6547,,CUB,Cuba,Women,1998
78.0,6547,,CUB,Cuba,Women,1999
78.1,6547,,CUB,Cuba,Women,2000
78.6,6547,,CUB,Cuba,Women,2001
78.9,6547,,CUB,Cuba,Women,2002
79.6,6547,,CUB,Cuba,Women,2003
79.6,6547,,CUB,Cuba,Women,2004
79.8,6547,,CUB,Cuba,Women,2005
79.6,6547,,CUB,Cuba,Women,2006
79.7,6547,,CUB,Cuba,Women,2007
79.7,6547,,CUB,Cuba,Women,2008
79.6,6547,,CUB,Cuba,Women,2009
79.9,6547,,CUB,Cuba,Women,2010
80.1,6547,,CUB,Cuba,Women,2011
80.2,6547,,CUB,Cuba,Women,2012
80.1,6547,,CUB,Cuba,Women,2013
80.0,6547,,CUB,Cuba,Women,2014
80.0,6547,,CUB,Cuba,Women,2015
80.0,6547,,CUB,Cuba,Women,2016
79.8,6547,,CUB,Cuba,Women,2017
79.9,6547,,CUB,Cuba,Women,2018
79.9,6547,,CUB,Cuba,Women,2019
79.9,6547,,CUB,Cuba,Women,2020
76.0,6547,,CUB,Cuba,Women,2021
80.1,6547,,CUB,Cuba,Women,2022
80.5,6547,,CUB,Cuba,Women,2023
80.7,6547,,CUB,Cuba,Women,2024
80.8,6547,,CUB,Cuba,Women,2025
81.0,6547,,CUB,Cuba,Women,2026
81.2,6547,,CUB,Cuba,Women,2027
81.3,6547,,CUB,Cuba,Women,2028
81.5,6547,,CUB,Cuba,Women,2029
81.6,6547,,CUB,Cuba,Women,2030
81.8,6547,,CUB,Cuba,Women,2031
81.9,6547,,CUB,Cuba,Women,2032
82.0,6547,,CUB,Cuba,Women,2033
82.2,6547,,CUB,Cuba,Women,2034
82.3,6547,,CUB,Cuba,Women,2035
82.5,6547,,CUB,Cuba,Women,2036
82.6,6547,,CUB,Cuba,Women,2037
82.7,6547,,CUB,Cuba,Women,2038
82.9,6547,,CUB,Cuba,Women,2039
83.0,6547,,CUB,Cuba,Women,2040
83.1,6547,,CUB,Cuba,Women,2041
83.3,6547,,CUB,Cuba,Women,2042
83.4,6547,,CUB,Cuba,Women,2043
83.5,6547,,CUB,Cuba,Women,2044
83.7,6547,,CUB,Cuba,Women,2045
83.8,6547,,CUB,Cuba,Women,2046
83.9,6547,,CUB,Cuba,Women,2047
84.1,6547,,CUB,Cuba,Women,2048
84.2,6547,,CUB,Cuba,Women,2049
84.3,6547,,CUB,Cuba,Women,2050
84.4,6547,,CUB,Cuba,Women,2051
84.6,6547,,CUB,Cuba,Women,2052
84.7,6547,,CUB,Cuba,Women,2053
84.8,6547,,CUB,Cuba,Women,2054
84.9,6547,,CUB,Cuba,Women,2055
85.1,6547,,CUB,Cuba,Women,2056
85.2,6547,,CUB,Cuba,Women,2057
85.3,6547,,CUB,Cuba,Women,2058
85.4,6547,,CUB,Cuba,Women,2059
85.5,6547,,CUB,Cuba,Women,2060
85.7,6547,,CUB,Cuba,Women,2061
85.8,6547,,CUB,Cuba,Women,2062
85.9,6547,,CUB,Cuba,Women,2063
86.0,6547,,CUB,Cuba,Women,2064
86.1,6547,,CUB,Cuba,Women,2065
86.3,6547,,CUB,Cuba,Women,2066
86.4,6547,,CUB,Cuba,Women,2067
86.5,6547,,CUB,Cuba,Women,2068
86.6,6547,,CUB,Cuba,Women,2069
86.7,6547,,CUB,Cuba,Women,2070
86.9,6547,,CUB,Cuba,Women,2071
87.0,6547,,CUB,Cuba,Women,2072
87.1,6547,,CUB,Cuba,Women,2073
87.2,6547,,CUB,Cuba,Women,2074
87.3,6547,,CUB,Cuba,Women,2075
87.4,6547,,CUB,Cuba,Women,2076
87.6,6547,,CUB,Cuba,Women,2077
87.7,6547,,CUB,Cuba,Women,2078
87.8,6547,,CUB,Cuba,Women,2079
87.9,6547,,CUB,Cuba,Women,2080
88.0,6547,,CUB,Cuba,Women,2081
88.1,6547,,CUB,Cuba,Women,2082
88.2,6547,,CUB,Cuba,Women,2083
88.3,6547,,CUB,Cuba,Women,2084
88.5,6547,,CUB,Cuba,Women,2085
88.6,6547,,CUB,Cuba,Women,2086
88.7,6547,,CUB,Cuba,Women,2087
88.8,6547,,CUB,Cuba,Women,2088
88.9,6547,,CUB,Cuba,Women,2089
89.0,6547,,CUB,Cuba,Women,2090
89.2,6547,,CUB,Cuba,Women,2091
89.3,6547,,CUB,Cuba,Women,2092
89.4,6547,,CUB,Cuba,Women,2093
89.5,6547,,CUB,Cuba,Women,2094
89.6,6547,,CUB,Cuba,Women,2095
89.7,6547,,CUB,Cuba,Women,2096
89.8,6547,,CUB,Cuba,Women,2097
89.9,6547,,CUB,Cuba,Women,2098
90.0,6547,,CUB,Cuba,Women,2099
90.1,6547,,CUB,Cuba,Women,2100
60.3,6547,,CUW,Curaçao,Both sexes,1950
61.0,6547,,CUW,Curaçao,Both sexes,1951
61.6,6547,,CUW,Curaçao,Both sexes,1952
62.1,6547,,CUW,Curaçao,Both sexes,1953
62.7,6547,,CUW,Curaçao,Both sexes,1954
63.3,6547,,CUW,Curaçao,Both sexes,1955
63.8,6547,,CUW,Curaçao,Both sexes,1956
64.2,6547,,CUW,Curaçao,Both sexes,1957
64.7,6547,,CUW,Curaçao,Both sexes,1958
65.1,6547,,CUW,Curaçao,Both sexes,1959
65.4,6547,,CUW,Curaçao,Both sexes,1960
65.7,6547,,CUW,Curaçao,Both sexes,1961
66.0,6547,,CUW,Curaçao,Both sexes,1962
66.3,6547,,CUW,Curaçao,Both sexes,1963
66.6,6547,,CUW,Curaçao,Both sexes,1964
66.9,6547,,CUW,Curaçao,Both sexes,1965
67.1,6547,,CUW,Curaçao,Both sexes,1966
67.4,6547,,CUW,Curaçao,Both sexes,1967
67.7,6547,,CUW,Curaçao,Both sexes,1968
67.9,6547,,CUW,Curaçao,Both sexes,1969
68.2,6547,,CUW,Curaçao,Both sexes,1970
68.5,6547,,CUW,Curaçao,Both sexes,1971
68.8,6547,,CUW,Curaçao,Both sexes,1972
69.1,6547,,CUW,Curaçao,Both sexes,1973
69.4,6547,,CUW,Curaçao,Both sexes,1974
69.7,6547,,CUW,Curaçao,Both sexes,1975
70.0,6547,,CUW,Curaçao,Both sexes,1976
70.2,6547,,CUW,Curaçao,Both sexes,1977
70.4,6547,,CUW,Curaçao,Both sexes,1978
70.7,6547,,CUW,Curaçao,Both sexes,1979
71.0,6547,,CUW,Curaçao,Both sexes,1980
71.2,6547,,CUW,Curaçao,Both sexes,1981
71.4,6547,,CUW,Curaçao,Both sexes,1982
71.5,6547,,CUW,Curaçao,Both sexes,1983
71.7,6547,,CUW,Curaçao,Both sexes,1984
71.9,6547,,CUW,Curaçao,Both sexes,1985
72.0,6547,,CUW,Curaçao,Both sexes,1986
72.1,6547,,CUW,Curaçao,Both sexes,1987
72.2,6547,,CUW,Curaçao,Both sexes,1988
72.2,6547,,CUW,Curaçao,Both sexes,1989
72.4,6547,,CUW,Curaçao,Both sexes,1990
72.5,6547,,CUW,Curaçao,Both sexes,1991
72.7,6547,,CUW,Curaçao,Both sexes,1992
72.7,6547,,CUW,Curaçao,Both sexes,1993
72.8,6547,,CUW,Curaçao,Both sexes,1994
72.8,6547,,CUW,Curaçao,Both sexes,1995
72.9,6547,,CUW,Curaçao,Both sexes,1996
73.0,6547,,CUW,Curaçao,Both sexes,1997
73.1,6547,,CUW,Curaçao,Both sexes,1998
73.2,6547,,CUW,Curaçao,Both sexes,1999
73.3,6547,,CUW,Curaçao,Both sexes,2000
73.4,6547,,CUW,Curaçao,Both sexes,2001
73.5,6547,,CUW,Curaçao,Both sexes,2002
73.6,6547,,CUW,Curaçao,Both sexes,2003
73.7,6547,,CUW,Curaçao,Both sexes,2004
73.9,6547,,CUW,Curaçao,Both sexes,2005
74.0,6547,,CUW,Curaçao,Both sexes,2006
74.1,6547,,CUW,Curaçao,Both sexes,2007
74.3,6547,,CUW,Curaçao,Both sexes,2008
74.5,6547,,CUW,Curaçao,Both sexes,2009
75.1,6547,,CUW,Curaçao,Both sexes,2010
75.6,6547,,CUW,Curaçao,Both sexes,2011
76.0,6547,,CUW,Curaçao,Both sexes,2012
76.2,6547,,CUW,Curaçao,Both sexes,2013
76.4,6547,,CUW,Curaçao,Both sexes,2014
76.5,6547,,CUW,Curaçao,Both sexes,2015
76.3,6547,,CUW,Curaçao,Both sexes,2016
76.4,6547,,CUW,Curaçao,Both sexes,2017
76.5,6547,,CUW,Curaçao,Both sexes,2018
76.5,6547,,CUW,Curaçao,Both sexes,2019
76.5,6547,,CUW,Curaçao,Both sexes,2020
75.7,6547,,CUW,Curaçao,Both sexes,2021
76.7,6547,,CUW,Curaçao,Both sexes,2022
76.8,6547,,CUW,Curaçao,Both sexes,2023
77.0,6547,,CUW,Curaçao,Both sexes,2024
77.2,6547,,CUW,Curaçao,Both sexes,2025
77.3,6547,,CUW,Curaçao,Both sexes,2026
77.5,6547,,CUW,Curaçao,Both sexes,2027
77.7,6547,,CUW,Curaçao,Both sexes,2028
77.9,6547,,CUW,Curaçao,Both sexes,2029
78.0,6547,,CUW,Curaçao,Both sexes,2030
78.2,6547,,CUW,Curaçao,Both sexes,2031
78.4,6547,,CUW,Curaçao,Both sexes,2032
78.5,6547,,CUW,Curaçao,Both sexes,2033
78.7,6547,,CUW,Curaçao,Both sexes,2034
78.8,6547,,CUW,Curaçao,Both sexes,2035
79.0,6547,,CUW,Curaçao,Both sexes,2036
79.2,6547,,CUW,Curaçao,Both sexes,2037
79.3,6547,,CUW,Curaçao,Both sexes,2038
79.5,6547,,CUW,Curaçao,Both sexes,2039
79.6,6547,,CUW,Curaçao,Both sexes,2040
79.8,6547,,CUW,Curaçao,Both sexes,2041
79.9,6547,,CUW,Curaçao,Both sexes,2042
80.1,6547,,CUW,Curaçao,Both sexes,2043
80.2,6547,,CUW,Curaçao,Both sexes,2044
80.4,6547,,CUW,Curaçao,Both sexes,2045
80.5,6547,,CUW,Curaçao,Both sexes,2046
80.7,6547,,CUW,Curaçao,Both sexes,2047
80.8,6547,,CUW,Curaçao,Both sexes,2048
80.9,6547,,CUW,Curaçao,Both sexes,2049
81.1,6547,,CUW,Curaçao,Both sexes,2050
81.2,6547,,CUW,Curaçao,Both sexes,2051
81.4,6547,,CUW,Curaçao,Both sexes,2052
81.5,6547,,CUW,Curaçao,Both sexes,2053
81.6,6547,,CUW,Curaçao,Both sexes,2054
81.8,6547,,CUW,Curaçao,Both sexes,2055
81.9,6547,,CUW,Curaçao,Both sexes,2056
82.0,6547,,CUW,Curaçao,Both sexes,2057
82.1,6547,,CUW,Curaçao,Both sexes,2058
82.3,6547,,CUW,Curaçao,Both sexes,2059
82.4,6547,,CUW,Curaçao,Both sexes,2060
82.5,6547,,CUW,Curaçao,Both sexes,2061
82.7,6547,,CUW,Curaçao,Both sexes,2062
82.8,6547,,CUW,Curaçao,Both sexes,2063
82.9,6547,,CUW,Curaçao,Both sexes,2064
83.0,6547,,CUW,Curaçao,Both sexes,2065
83.2,6547,,CUW,Curaçao,Both sexes,2066
83.3,6547,,CUW,Curaçao,Both sexes,2067
83.4,6547,,CUW,Curaçao,Both sexes,2068
83.5,6547,,CUW,Curaçao,Both sexes,2069
83.7,6547,,CUW,Curaçao,Both sexes,2070
83.8,6547,,CUW,Curaçao,Both sexes,2071
83.9,6547,,CUW,Curaçao,Both sexes,2072
84.0,6547,,CUW,Curaçao,Both sexes,2073
84.1,6547,,CUW,Curaçao,Both sexes,2074
84.3,6547,,CUW,Curaçao,Both sexes,2075
84.4,6547,,CUW,Curaçao,Both sexes,2076
84.5,6547,,CUW,Curaçao,Both sexes,2077
84.6,6547,,CUW,Curaçao,Both sexes,2078
84.7,6547,,CUW,Curaçao,Both sexes,2079
84.9,6547,,CUW,Curaçao,Both sexes,2080
85.0,6547,,CUW,Curaçao,Both sexes,2081
85.1,6547,,CUW,Curaçao,Both sexes,2082
85.2,6547,,CUW,Curaçao,Both sexes,2083
85.3,6547,,CUW,Curaçao,Both sexes,2084
85.5,6547,,CUW,Curaçao,Both sexes,2085
85.6,6547,,CUW,Curaçao,Both sexes,2086
85.7,6547,,CUW,Curaçao,Both sexes,2087
85.8,6547,,CUW,Curaçao,Both sexes,2088
85.9,6547,,CUW,Curaçao,Both sexes,2089
86.1,6547,,CUW,Curaçao,Both sexes,2090
86.2,6547,,CUW,Curaçao,Both sexes,2091
86.3,6547,,CUW,Curaçao,Both sexes,2092
86.4,6547,,CUW,Curaçao,Both sexes,2093
86.5,6547,,CUW,Curaçao,Both sexes,2094
86.6,6547,,CUW,Curaçao,Both sexes,2095
86.7,6547,,CUW,Curaçao,Both sexes,2096
86.9,6547,,CUW,Curaçao,Both sexes,2097
87.0,6547,,CUW,Curaçao,Both sexes,2098
87.1,6547,,CUW,Curaçao,Both sexes,2099
87.2,6547,,CUW,Curaçao,Both sexes,2100
58.2,6547,,CUW,Curaçao,Men,1950
58.9,6547,,CUW,Curaçao,Men,1951
59.5,6547,,CUW,Curaçao,Men,1952
60.2,6547,,CUW,Curaçao,Men,1953
60.7,6547,,CUW,Curaçao,Men,1954
61.3,6547,,CUW,Curaçao,Men,1955
61.7,6547,,CUW,Curaçao,Men,1956
62.2,6547,,CUW,Curaçao,Men,1957
62.6,6547,,CUW,Curaçao,Men,1958
63.0,6547,,CUW,Curaçao,Men,1959
63.3,6547,,CUW,Curaçao,Men,1960
63.6,6547,,CUW,Curaçao,Men,1961
63.9,6547,,CUW,Curaçao,Men,1962
64.2,6547,,CUW,Curaçao,Men,1963
64.4,6547,,CUW,Curaçao,Men,1964
64.7,6547,,CUW,Curaçao,Men,1965
65.0,6547,,CUW,Curaçao,Men,1966
65.2,6547,,CUW,Curaçao,Men,1967
65.4,6547,,CUW,Curaçao,Men,1968
65.7,6547,,CUW,Curaçao,Men,1969
65.9,6547,,CUW,Curaçao,Men,1970
66.1,6547,,CUW,Curaçao,Men,1971
66.4,6547,,CUW,Curaçao,Men,1972
66.7,6547,,CUW,Curaçao,Men,1973
66.9,6547,,CUW,Curaçao,Men,1974
67.2,6547,,CUW,Curaçao,Men,1975
67.5,6547,,CUW,Curaçao,Men,1976
67.7,6547,,CUW,Curaçao,Men,1977
68.0,6547,,CUW,Curaçao,Men,1978
68.2,6547,,CUW,Curaçao,Men,1979
68.4,6547,,CUW,Curaçao,Men,1980
68.6,6547,,CUW,Curaçao,Men,1981
68.8,6547,,CUW,Curaçao,Men,1982
69.0,6547,,CUW,Curaçao,Men,1983
69.1,6547,,CUW,Curaçao,Men,1984
69.3,6547,,CUW,Curaçao,Men,1985
69.4,6547,,CUW,Curaçao,Men,1986
69.5,6547,,CUW,Curaçao,Men,1987
69.6,6547,,CUW,Curaçao,Men,1988
69.6,6547,,CUW,Curaçao,Men,1989
69.8,6547,,CUW,Curaçao,Men,1990
69.8,6547,,CUW,Curaçao,Men,1991
69.9,6547,,CUW,Curaçao,Men,1992
69.9,6547,,CUW,Curaçao,Men,1993
70.0,6547,,CUW,Curaçao,Men,1994
70.0,6547,,CUW,Curaçao,Men,1995
70.0,6547,,CUW,Curaçao,Men,1996
70.1,6547,,CUW,Curaçao,Men,1997
70.1,6547,,CUW,Curaçao,Men,1998
70.1,6547,,CUW,Curaçao,Men,1999
70.2,6547,,CUW,Curaçao,Men,2000
70.2,6547,,CUW,Curaçao,Men,2001
70.3,6547,,CUW,Curaçao,Men,2002
70.4,6547,,CUW,Curaçao,Men,2003
70.5,6547,,CUW,Curaçao,Men,2004
70.6,6547,,CUW,Curaçao,Men,2005
70.7,6547,,CUW,Curaçao,Men,2006
70.8,6547,,CUW,Curaçao,Men,2007
71.0,6547,,CUW,Curaçao,Men,2008
71.2,6547,,CUW,Curaçao,Men,2009
71.6,6547,,CUW,Curaçao,Men,2010
71.8,6547,,CUW,Curaçao,Men,2011
72.2,6547,,CUW,Curaçao,Men,2012
72.4,6547,,CUW,Curaçao,Men,2013
72.5,6547,,CUW,Curaçao,Men,2014
72.4,6547,,CUW,Curaçao,Men,2015
72.0,6547,,CUW,Curaçao,Men,2016
72.1,6547,,CUW,Curaçao,Men,2017
72.2,6547,,CUW,Curaçao,Men,2018
72.2,6547,,CUW,Curaçao,Men,2019
72.2,6547,,CUW,Curaçao,Men,2020
71.5,6547,,CUW,Curaçao,Men,2021
72.4,6547,,CUW,Curaçao,Men,2022
72.5,6547,,CUW,Curaçao,Men,2023
72.7,6547,,CUW,Curaçao,Men,2024
72.9,6547,,CUW,Curaçao,Men,2025
73.1,6547,,CUW,Curaçao,Men,2026
73.3,6547,,CUW,Curaçao,Men,2027
73.5,6547,,CUW,Curaçao,Men,2028
73.7,6547,,CUW,Curaçao,Men,2029
73.9,6547,,CUW,Curaçao,Men,2030
74.1,6547,,CUW,Curaçao,Men,2031
74.3,6547,,CUW,Curaçao,Men,2032
74.5,6547,,CUW,Curaçao,Men,2033
74.7,6547,,CUW,Curaçao,Men,2034
74.9,6547,,CUW,Curaçao,Men,2035
75.1,6547,,CUW,Curaçao,Men,2036
75.3,6547,,CUW,Curaçao,Men,2037
75.5,6547,,CUW,Curaçao,Men,2038
75.7,6547,,CUW,Curaçao,Men,2039
75.9,6547,,CUW,Curaçao,Men,2040
76.1,6547,,CUW,Curaçao,Men,2041
76.3,6547,,CUW,Curaçao,Men,2042
76.5,6547,,CUW,Curaçao,Men,2043
76.7,6547,,CUW,Curaçao,Men,2044
76.9,6547,,CUW,Curaçao,Men,2045
77.1,6547,,CUW,Curaçao,Men,2046
77.3,6547,,CUW,Curaçao,Men,2047
77.5,6547,,CUW,Curaçao,Men,2048
77.7,6547,,CUW,Curaçao,Men,2049
77.9,6547,,CUW,Curaçao,Men,2050
78.1,6547,,CUW,Curaçao,Men,2051
78.2,6547,,CUW,Curaçao,Men,2052
78.4,6547,,CUW,Curaçao,Men,2053
78.6,6547,,CUW,Curaçao,Men,2054
78.8,6547,,CUW,Curaçao,Men,2055
78.9,6547,,CUW,Curaçao,Men,2056
79.1,6547,,CUW,Curaçao,Men,2057
79.3,6547,,CUW,Curaçao,Men,2058
79.4,6547,,CUW,Curaçao,Men,2059
79.6,6547,,CUW,Curaçao,Men,2060
79.8,6547,,CUW,Curaçao,Men,2061
79.9,6547,,CUW,Curaçao,Men,2062
80.1,6547,,CUW,Curaçao,Men,2063
80.3,6547,,CUW,Curaçao,Men,2064
80.4,6547,,CUW,Curaçao,Men,2065
80.6,6547,,CUW,Curaçao,Men,2066
80.7,6547,,CUW,Curaçao,Men,2067
80.9,6547,,CUW,Curaçao,Men,2068
81.0,6547,,CUW,Curaçao,Men,2069
81.2,6547,,CUW,Curaçao,Men,2070
81.3,6547,,CUW,Curaçao,Men,2071
81.5,6547,,CUW,Curaçao,Men,2072
81.6,6547,,CUW,Curaçao,Men,2073
81.8,6547,,CUW,Curaçao,Men,2074
81.9,6547,,CUW,Curaçao,Men,2075
82.1,6547,,CUW,Curaçao,Men,2076
82.2,6547,,CUW,Curaçao,Men,2077
82.3,6547,,CUW,Curaçao,Men,2078
82.5,6547,,CUW,Curaçao,Men,2079
82.6,6547,,CUW,Curaçao,Men,2080
82.7,6547,,CUW,Curaçao,Men,2081
82.9,6547,,CUW,Curaçao,Men,2082
83.0,6547,,CUW,Curaçao,Men,2083
83.1,6547,,CUW,Curaçao,Men,2084
83.3,6547,,CUW,Curaçao,Men,2085
83.4,6547,,CUW,Curaçao,Men,2086
83.5,6547,,CUW,Curaçao,Men,2087
83.7,6547,,CUW,Curaçao,Men,2088
83.8,6547,,CUW,Curaçao,Men,2089
83.9,6547,,CUW,Curaçao,Men,2090
84.0,6547,,CUW,Curaçao,Men,2091
84.2,6547,,CUW,Curaçao,Men,2092
84.3,6547,,CUW,Curaçao,Men,2093
84.4,6547,,CUW,Curaçao,Men,2094
84.5,6547,,CUW,Curaçao,Men,2095
84.7,6547,,CUW,Curaçao,Men,2096
84.8,6547,,CUW,Curaçao,Men,2097
84.9,6547,,CUW,Curaçao,Men,2098
85.0,6547,,CUW,Curaçao,Men,2099
85.1,6547,,CUW,Curaçao,Men,2100
62.0,6547,,CUW,Curaçao,Women,1950
62.7,6547,,CUW,Curaçao,Women,1951
63.3,6547,,CUW,Curaçao,Women,1952
63.8,6547,,CUW,Curaçao,Women,1953
64.4,6547,,CUW,Curaçao,Women,1954
65.0,6547,,CUW,Curaçao,Women,1955
65.5,6547,,CUW,Curaçao,Women,1956
66.1,6547,,CUW,Curaçao,Women,1957
66.5,6547,,CUW,Curaçao,Women,1958
67.0,6547,,CUW,Curaçao,Women,1959
67.4,6547,,CUW,Curaçao,Women,1960
67.7,6547,,CUW,Curaçao,Women,1961
68.0,6547,,CUW,Curaçao,Women,1962
68.3,6547,,CUW,Curaçao,Women,1963
68.6,6547,,CUW,Curaçao,Women,1964
68.9,6547,,CUW,Curaçao,Women,1965
69.2,6547,,CUW,Curaçao,Women,1966
69.5,6547,,CUW,Curaçao,Women,1967
69.8,6547,,CUW,Curaçao,Women,1968
70.1,6547,,CUW,Curaçao,Women,1969
70.4,6547,,CUW,Curaçao,Women,1970
70.8,6547,,CUW,Curaçao,Women,1971
71.1,6547,,CUW,Curaçao,Women,1972
71.4,6547,,CUW,Curaçao,Women,1973
71.7,6547,,CUW,Curaçao,Women,1974
72.0,6547,,CUW,Curaçao,Women,1975
72.3,6547,,CUW,Curaçao,Women,1976
72.6,6547,,CUW,Curaçao,Women,1977
72.8,6547,,CUW,Curaçao,Women,1978
73.1,6547,,CUW,Curaçao,Women,1979
73.4,6547,,CUW,Curaçao,Women,1980
73.6,6547,,CUW,Curaçao,Women,1981
73.8,6547,,CUW,Curaçao,Women,1982
74.0,6547,,CUW,Curaçao,Women,1983
74.2,6547,,CUW,Curaçao,Women,1984
74.3,6547,,CUW,Curaçao,Women,1985
74.5,6547,,CUW,Curaçao,Women,1986
74.6,6547,,CUW,Curaçao,Women,1987
74.7,6547,,CUW,Curaçao,Women,1988
74.6,6547,,CUW,Curaçao,Women,1989
75.0,6547,,CUW,Curaçao,Women,1990
75.1,6547,,CUW,Curaçao,Women,1991
75.2,6547,,CUW,Curaçao,Women,1992
75.3,6547,,CUW,Curaçao,Women,1993
75.4,6547,,CUW,Curaçao,Women,1994
75.5,6547,,CUW,Curaçao,Women,1995
75.7,6547,,CUW,Curaçao,Women,1996
75.8,6547,,CUW,Curaçao,Women,1997
75.9,6547,,CUW,Curaçao,Women,1998
76.1,6547,,CUW,Curaçao,Women,1999
76.2,6547,,CUW,Curaçao,Women,2000
76.3,6547,,CUW,Curaçao,Women,2001
76.4,6547,,CUW,Curaçao,Women,2002
76.6,6547,,CUW,Curaçao,Women,2003
76.8,6547,,CUW,Curaçao,Women,2004
76.9,6547,,CUW,Curaçao,Women,2005
77.1,6547,,CUW,Curaçao,Women,2006
77.2,6547,,CUW,Curaçao,Women,2007
77.4,6547,,CUW,Curaçao,Women,2008
77.5,6547,,CUW,Curaçao,Women,2009
78.4,6547,,CUW,Curaçao,Women,2010
79.1,6547,,CUW,Curaçao,Women,2011
79.5,6547,,CUW,Curaçao,Women,2012
79.8,6547,,CUW,Curaçao,Women,2013
80.1,6547,,CUW,Curaçao,Women,2014
80.3,6547,,CUW,Curaçao,Women,2015
80.4,6547,,CUW,Curaçao,Women,2016
80.4,6547,,CUW,Curaçao,Women,2017
80.5,6547,,CUW,Curaçao,Women,2018
80.6,6547,,CUW,Curaçao,Women,2019
80.6,6547,,CUW,Curaçao,Women,2020
79.7,6547,,CUW,Curaçao,Women,2021
80.8,6547,,CUW,Curaçao,Women,2022
80.8,6547,,CUW,Curaçao,Women,2023
81.0,6547,,CUW,Curaçao,Women,2024
81.1,6547,,CUW,Curaçao,Women,2025
81.2,6547,,CUW,Curaçao,Women,2026
81.3,6547,,CUW,Curaçao,Women,2027
81.5,6547,,CUW,Curaçao,Women,2028
81.6,6547,,CUW,Curaçao,Women,2029
81.7,6547,,CUW,Curaçao,Women,2030
81.8,6547,,CUW,Curaçao,Women,2031
82.0,6547,,CUW,Curaçao,Women,2032
82.1,6547,,CUW,Curaçao,Women,2033
82.2,6547,,CUW,Curaçao,Women,2034
82.3,6547,,CUW,Curaçao,Women,2035
82.5,6547,,CUW,Curaçao,Women,2036
82.6,6547,,CUW,Curaçao,Women,2037
82.7,6547,,CUW,Curaçao,Women,2038
82.8,6547,,CUW,Curaçao,Women,2039
82.9,6547,,CUW,Curaçao,Women,2040
83.1,6547,,CUW,Curaçao,Women,2041
83.2,6547,,CUW,Curaçao,Women,2042
83.3,6547,,CUW,Curaçao,Women,2043
83.4,6547,,CUW,Curaçao,Women,2044
83.5,6547,,CUW,Curaçao,Women,2045
83.7,6547,,CUW,Curaçao,Women,2046
83.8,6547,,CUW,Curaçao,Women,2047
83.9,6547,,CUW,Curaçao,Women,2048
84.0,6547,,CUW,Curaçao,Women,2049
84.1,6547,,CUW,Curaçao,Women,2050
84.3,6547,,CUW,Curaçao,Women,2051
84.4,6547,,CUW,Curaçao,Women,2052
84.5,6547,,CUW,Curaçao,Women,2053
84.6,6547,,CUW,Curaçao,Women,2054
84.7,6547,,CUW,Curaçao,Women,2055
84.8,6547,,CUW,Curaçao,Women,2056
84.9,6547,,CUW,Curaçao,Women,2057
85.1,6547,,CUW,Curaçao,Women,2058
85.2,6547,,CUW,Curaçao,Women,2059
85.3,6547,,CUW,Curaçao,Women,2060
85.4,6547,,CUW,Curaçao,Women,2061
85.5,6547,,CUW,Curaçao,Women,2062
85.6,6547,,CUW,Curaçao,Women,2063
85.8,6547,,CUW,Curaçao,Women,2064
85.9,6547,,CUW,Curaçao,Women,2065
86.0,6547,,CUW,Curaçao,Women,2066
86.1,6547,,CUW,Curaçao,Women,2067
86.2,6547,,CUW,Curaçao,Women,2068
86.3,6547,,CUW,Curaçao,Women,2069
86.5,6547,,CUW,Curaçao,Women,2070
86.6,6547,,CUW,Curaçao,Women,2071
86.7,6547,,CUW,Curaçao,Women,2072
86.8,6547,,CUW,Curaçao,Women,2073
86.9,6547,,CUW,Curaçao,Women,2074
87.0,6547,,CUW,Curaçao,Women,2075
87.2,6547,,CUW,Curaçao,Women,2076
87.3,6547,,CUW,Curaçao,Women,2077
87.4,6547,,CUW,Curaçao,Women,2078
87.5,6547,,CUW,Curaçao,Women,2079
87.6,6547,,CUW,Curaçao,Women,2080
87.7,6547,,CUW,Curaçao,Women,2081
87.8,6547,,CUW,Curaçao,Women,2082
87.9,6547,,CUW,Curaçao,Women,2083
